hgnc_symbol	ensembl_canonical_transcript	genome_nexus_canonical_transcript	uniprot_canonical_transcript	mskcc_canonical_trancript
CALM2P1	ENSG00000267170	ENSG00000267170	ENSG00000267170	ENSG00000267170
SH2D1B	ENST00000367929	ENST00000367929	ENST00000367929	ENST00000367929
BRINP1	ENST00000265922	ENST00000265922	ENST00000265922	ENST00000265922
VN1R54P				
ZNF239	ENST00000306006	ENST00000306006	ENST00000306006	ENST00000306006
MIR198				
C20orf26	ENST00000245957	ENST00000245957	ENST00000245957	ENST00000245957
PPP1R11	ENST00000431977	ENST00000431977	ENST00000376772	ENST00000376772
TNFSF10	ENST00000241261	ENST00000241261	ENST00000241261	ENST00000241261
PLSCR3			ENST00000535512	ENST00000535512
MIR511				
SCARNA16				
RPL39P16				
CCDC85C	ENST00000380243	ENST00000380243	ENST00000380243	ENST00000380243
CCL25	ENST00000390669	ENST00000390669	ENST00000390669	ENST00000390669
RPS28P3				
KDELC1P1	ENSG00000250329	ENSG00000250329	ENSG00000250329	ENSG00000250329
NUDCD2	ENST00000302764	ENST00000302764	ENST00000302764	ENST00000302764
OR2AJ1	ENSG00000177275	ENSG00000177275	ENST00000318244	ENST00000318244
HNRNPCP1	ENSG00000258900	ENSG00000258900	ENSG00000258900	ENSG00000258900
TUBG2	ENST00000251412	ENST00000251412	ENST00000251412	ENST00000251412
TUBB8P4	ENSG00000250788	ENSG00000250788	ENSG00000250788	ENSG00000250788
EHD4	ENST00000220325	ENST00000220325	ENST00000220325	ENST00000220325
FRA13B				
KIF5A	ENST00000455537	ENST00000455537	ENST00000455537	ENST00000455537
PHKG1	ENST00000452681	ENST00000452681	ENST00000297373	ENST00000297373
ELSPBP1	ENST00000339841	ENST00000339841	ENST00000339841	ENST00000339841
MIR6724-2				
MGST1	ENST00000396209	ENST00000396209	ENST00000010404	ENST00000010404
GNAZ	ENST00000248996	ENST00000248996	ENST00000615612	ENST00000615612
RPL31P35	ENSG00000232612	ENSG00000232612	ENSG00000232612	ENSG00000232612
XRCC6P3	ENSG00000230318	ENSG00000230318	ENSG00000230318	ENSG00000230318
C1orf172	ENSG00000175707	ENSG00000175707	ENSG00000175707	ENSG00000175707
SNORD98	ENSG00000221182	ENSG00000221182	ENSG00000221182	ENSG00000221182
CDC14B	ENST00000375241	ENST00000375241	ENST00000375241	ENST00000375241
UQCRBP2	ENSG00000227941	ENSG00000227941	ENSG00000227941	ENSG00000227941
RFFL	ENST00000315249	ENST00000315249	ENST00000315249	ENST00000315249
EPN1	ENST00000411543	ENST00000411543	ENST00000270460	ENST00000270460
RSPO3	ENST00000356698	ENST00000356698	ENST00000356698	ENST00000356698
CLSTN2	ENST00000458420	ENST00000458420	ENST00000458420	ENST00000458420
CALM2P4	ENSG00000233662	ENSG00000233662	ENSG00000233662	ENSG00000233662
IV				
NDUFB3P1				
SKP1P2				
DPM2	ENST00000314392	ENST00000314392	ENST00000314392	ENST00000314392
TOB1-AS1	ENST00000416263	ENST00000416263	ENST00000416263	ENST00000416263
AKAP17BP	ENST00000431706	ENST00000431706	ENST00000431706	ENST00000431706
OR5BB1P	ENSG00000198261	ENSG00000198261	ENSG00000198261	ENSG00000198261
TSR1	ENST00000301364	ENST00000301364	ENST00000301364	ENST00000301364
FAM133B	ENST00000445716	ENST00000445716	ENST00000445716	ENST00000445716
LRIG1	ENST00000273261	ENST00000273261	ENST00000273261	ENST00000273261
RNU6-48P	ENSG00000206888	ENSG00000206888	ENSG00000206888	ENSG00000206888
ZNF277	ENST00000361822	ENST00000361822	ENST00000361822	ENST00000361822
RNU6-622P	ENSG00000206999	ENSG00000206999	ENSG00000206999	ENSG00000206999
C1orf65	ENSG00000178395	ENSG00000178395	ENSG00000178395	ENSG00000178395
RNU1-107P	ENSG00000252426	ENSG00000252426	ENSG00000252426	ENSG00000252426
LINC01142	ENST00000440404	ENST00000440404	ENST00000440404	ENST00000440404
SRGAP3-AS4	ENSG00000235830	ENSG00000235830	ENSG00000235830	ENSG00000235830
ERVW-16				
HMGB1P6				
LINC01584				
ARHGEF10L	ENST00000361221	ENST00000361221	ENST00000361221	ENST00000361221
TCF7	ENST00000342854	ENST00000342854	ENST00000342854	ENST00000342854
TMEM59	ENST00000234831	ENST00000234831	ENST00000234831	ENST00000234831
LILRB1-AS1				
FAM205C				
HSPA8P17	ENSG00000228557	ENSG00000228557	ENSG00000228557	ENSG00000228557
ARSJ	ENST00000315366	ENST00000315366	ENST00000315366	ENST00000315366
CHRFAM7A	ENST00000299847	ENST00000299847	ENST00000299847	ENST00000299847
DNPH1	ENST00000230431	ENST00000230431	ENST00000230431	ENST00000230431
MAP3K10	ENST00000253055	ENST00000253055	ENST00000253055	ENST00000253055
EDC4	ENST00000358933	ENST00000358933	ENST00000358933	ENST00000358933
FKBP4P6				
AXIN2	ENST00000307078	ENST00000307078	ENST00000307078	ENST00000307078
RPL31P19				
ZWINTAS				
RAPGEF6	ENST00000296859	ENST00000296859	ENST00000509018	ENST00000509018
SCARNA14	ENSG00000252712	ENSG00000252712	ENSG00000252712	ENSG00000252712
RAP2C	ENST00000342983	ENST00000342983	ENST00000342983	ENST00000342983
SCN3A	ENST00000283254	ENST00000283254	ENST00000360093	ENST00000360093
LINC01813				
GIMAP5	ENST00000358647	ENST00000358647	ENST00000358647	ENST00000358647
EIF5	ENST00000216554	ENST00000216554	ENST00000216554	ENST00000216554
RNA5SP121	ENSG00000252346	ENSG00000252346	ENSG00000252346	ENSG00000252346
HRNR	ENSG00000197915	ENSG00000197915	ENST00000368801	ENST00000368801
VSTM2L	ENST00000373461	ENST00000373461	ENST00000373461	ENST00000373461
RN7SL312P	ENSG00000264046	ENSG00000264046	ENSG00000264046	ENSG00000264046
TRV-AAC7-1				
SLC20A1P2	ENSG00000235506	ENSG00000235506	ENSG00000235506	ENSG00000235506
TRX-CAT1-2				
OR2L9P	ENSG00000237492	ENSG00000237492	ENSG00000237492	ENSG00000237492
LRRC75A-AS1				
MIR6082				
RPS2P20				
PRRT4	ENST00000446477	ENST00000446477	ENST00000446477	ENST00000446477
KRT14L2				
LINC00700	ENST00000413603	ENST00000413603	ENST00000413603	ENST00000413603
GLIPR1L1	ENST00000312442	ENST00000312442	ENST00000378695	ENST00000378695
PCNPP1	ENSG00000258359	ENSG00000258359	ENSG00000258359	ENSG00000258359
RPS3AP21				
KLHL20	ENST00000209884	ENST00000209884	ENST00000209884	ENST00000209884
MTCO3P30				
CACNG3	ENSG00000006116	ENSG00000006116	ENST00000005284	ENST00000005284
NT5C1B	ENST00000359846	ENST00000359846	ENST00000359846	ENST00000359846
HCG4P7	ENST00000424911	ENST00000424911	ENST00000424911	ENST00000424911
BICRA-AS1				
FABP5P15	ENST00000600954	ENST00000600954	ENST00000600954	ENST00000600954
PACSIN3	ENST00000539589	ENST00000539589	ENST00000298838	ENST00000298838
MIR548I2	ENSG00000221275	ENSG00000221275	ENSG00000221275	ENSG00000221275
NDOR1	ENST00000371521	ENST00000371521	ENST00000344894	ENST00000344894
RNF43	ENST00000584437	ENST00000584437	ENST00000407977	ENST00000407977
OR51H2P	ENSG00000198217	ENSG00000198217	ENSG00000198217	ENSG00000198217
ACRBP	ENST00000229243	ENST00000229243	ENST00000229243	ENST00000229243
IGLC@				
RNU6-1336P	ENSG00000206613	ENSG00000206613	ENSG00000206613	ENSG00000206613
MS4A12	ENST00000016913	ENST00000016913	ENST00000016913	ENST00000016913
LINC02381				
MIR328	ENSG00000207948	ENSG00000207948	ENSG00000207948	ENSG00000207948
RNU6-731P	ENSG00000253022	ENSG00000253022	ENSG00000253022	ENSG00000253022
GOLGA7	ENST00000357743	ENST00000357743	ENST00000357743	ENST00000357743
CYB561D1	ENST00000369868	ENST00000369868	ENST00000420578	ENST00000420578
HOXA5	ENST00000222726	ENST00000222726	ENST00000222726	ENST00000222726
MYH10	ENST00000360416	ENST00000360416	ENST00000269243	ENST00000269243
ATRAID	ENST00000380171	ENST00000380171	ENST00000606999	ENST00000606999
ZNF156				
MIR3173	ENSG00000264607	ENSG00000264607	ENSG00000264607	ENSG00000264607
CTSZ	ENST00000217131	ENST00000217131	ENST00000217131	ENST00000217131
GCNT1P4	ENSG00000219653	ENSG00000219653	ENSG00000219653	ENSG00000219653
RPL7L1P6				
PHACTR3	ENST00000371015	ENST00000371015	ENST00000371015	ENST00000371015
RN7SL545P	ENSG00000241034	ENSG00000241034	ENSG00000241034	ENSG00000241034
RSF1-IT2	ENSG00000254985	ENSG00000254985	ENSG00000254985	ENSG00000254985
MDM4	ENST00000367182	ENST00000367182	ENST00000367182	ENST00000367182
DROSHA	ENST00000511367	ENST00000511367	ENST00000344624	ENST00000344624
TRX-CAT1-5				
PCDHGB1	ENSG00000254221	ENSG00000254221	ENST00000523390	ENST00000523390
RPL13AP22				
PLD2	ENST00000263088	ENST00000263088	ENST00000263088	ENST00000263088
C6orf15	ENST00000412706	ENST00000412706	ENST00000259870	ENST00000259870
EDARADD	ENST00000334232	ENST00000334232	ENST00000334232	ENST00000334232
MIR5007	ENSG00000264387	ENSG00000264387	ENSG00000264387	ENSG00000264387
RNA18S2				
ERVE-2				
MTX1	ENST00000368376	ENST00000368376	ENST00000368376	ENST00000368376
MTND4LP17				
TUBB6	ENST00000317702	ENST00000317702	ENST00000317702	ENST00000317702
CHCHD6	ENST00000290913	ENST00000290913	ENST00000290913	ENST00000290913
DUSP15	ENST00000339738	ENST00000339738	ENST00000278979	ENST00000278979
SMC1B	ENST00000357450	ENST00000357450	ENST00000357450	ENST00000357450
SNORD115-19	ENSG00000199968	ENSG00000199968	ENSG00000199968	ENSG00000199968
DMRTB1	ENST00000371445	ENST00000371445	ENST00000371445	ENST00000371445
MYBPC1	ENST00000452455	ENST00000452455	ENST00000550270	ENST00000550270
UHRF1BP1L	ENST00000279907	ENST00000279907	ENST00000279907	ENST00000279907
RNU7-191P	ENSG00000253033	ENSG00000253033	ENSG00000253033	ENSG00000253033
RNU6-474P	ENSG00000206970	ENSG00000206970	ENSG00000206970	ENSG00000206970
RNA5SP232	ENSG00000201014	ENSG00000201014	ENSG00000201014	ENSG00000201014
TDP1	ENST00000335725	ENST00000335725	ENST00000335725	ENST00000335725
CHRFAM7AP2				
MTCO3P18				
DTD2	ENST00000310850	ENST00000310850	ENST00000310850	ENST00000310850
MIR7160				
NOSIP	ENST00000391853	ENST00000391853	ENST00000596358	ENST00000596358
MIR23B	ENSG00000207563	ENSG00000207563	ENSG00000207563	ENSG00000207563
PNMA6A	ENST00000453825	ENST00000453825	ENST00000453825	ENST00000453825
MIR6856				
CCL20	ENST00000358813	ENST00000358813	ENST00000358813	ENST00000358813
RNU6-887P	ENSG00000222592	ENSG00000222592	ENSG00000222592	ENSG00000222592
SPG45				
MTATP6P25				
TSC1	ENST00000298552	ENST00000298552	ENST00000298552	ENST00000298552
DYRK1B	ENST00000593685	ENST00000593685	ENST00000323039	ENST00000323039
ZNF119				
RNY4P26	ENSG00000252895	ENSG00000252895	ENSG00000252895	ENSG00000252895
RNA5SP384	ENSG00000252424	ENSG00000252424	ENSG00000252424	ENSG00000252424
KRT8P25	ENSG00000239829	ENSG00000239829	ENSG00000239829	ENSG00000239829
LSM11	ENSG00000155858	ENSG00000155858	ENST00000286307	ENST00000286307
MIR762	ENSG00000211591	ENSG00000211591	ENSG00000211591	ENSG00000211591
EIF4A1P7	ENSG00000235472	ENSG00000235472	ENSG00000235472	ENSG00000235472
LINC01649				
CCDC172	ENST00000333254	ENST00000333254	ENST00000333254	ENST00000333254
DARC	ENST00000368121	ENST00000368121	ENST00000368121	ENST00000368121
MTCO3P13				
LRP2	ENST00000263816	ENST00000263816	ENST00000263816	ENST00000263816
RNU6-327P	ENSG00000252079	ENSG00000252079	ENSG00000252079	ENSG00000252079
SLC9A9-AS2	ENSG00000244493	ENSG00000244493	ENSG00000244493	ENSG00000244493
TRR-TCG5-1				
USP28	ENST00000003302	ENST00000003302	ENST00000003302	ENST00000003302
RPL23AP28				
MSK23				
MAN2B1	ENST00000456935	ENST00000456935	ENST00000456935	ENST00000456935
SNRPGP1	ENSG00000258577	ENSG00000258577	ENSG00000258577	ENSG00000258577
TP53TG3E				
MIR6511A3				
NEDD8-MDP1	ENST00000534348	ENST00000534348	ENST00000534348	ENST00000534348
PPM1M	ENST00000409502	ENST00000409502	ENST00000296487	ENST00000296487
LCN9	ENST00000277526	ENST00000277526	ENST00000277526	ENST00000277526
RSPH10B2	ENST00000403107	ENST00000403107	ENST00000297186	ENST00000297186
ST3GAL1	ENST00000319914	ENST00000319914	ENST00000399640	ENST00000399640
TUBBP4				
MIR4745	ENSG00000265767	ENSG00000265767	ENSG00000265767	ENSG00000265767
RN7SL3	ENSG00000266037	ENSG00000266037	ENSG00000266037	ENSG00000266037
PTBP3	ENST00000458258	ENST00000458258	ENST00000374255	ENST00000374255
ZNF428	ENST00000300811	ENST00000300811	ENST00000300811	ENST00000300811
CHAD	ENST00000508540	ENST00000508540	ENST00000258969	ENST00000258969
TCEANC	ENST00000314720	ENST00000314720	ENST00000380600	ENST00000380600
LINC01856				
HMGN2P30	ENSG00000213721	ENSG00000213721	ENSG00000213721	ENSG00000213721
HIGD1AP2	ENSG00000237148	ENSG00000237148	ENSG00000237148	ENSG00000237148
CXCL14	ENST00000337225	ENST00000337225	ENST00000337225	ENST00000337225
RNPS1P1	ENSG00000250896	ENSG00000250896	ENSG00000250896	ENSG00000250896
MIR4679-1	ENSG00000265375	ENSG00000265375	ENSG00000265375	ENSG00000265375
SNORD85	ENSG00000200181	ENSG00000200181	ENSG00000200181	ENSG00000200181
ANKRD31	ENST00000506364	ENST00000506364	ENST00000274361	ENST00000274361
COX17P1	ENST00000535895	ENST00000535895	ENST00000535895	ENST00000535895
NUDT4	ENST00000337179	ENST00000337179	ENST00000415493	ENST00000415493
OTSC10				
RPL31P8				
KRTAP12-2	ENST00000608923	ENST00000608923	ENST00000360770	ENST00000360770
RPL13A	ENST00000391857	ENST00000391857	ENST00000391857	ENST00000391857
RNU7-71P	ENSG00000251868	ENSG00000251868	ENSG00000251868	ENSG00000251868
TTTY7B	ENST00000276779	ENST00000276779	ENST00000276779	ENST00000276779
KCTD4	ENST00000405872	ENST00000405872	ENST00000379108	ENST00000379108
STX11	ENSG00000135604	ENSG00000135604	ENST00000367568	ENST00000367568
ENKUR	ENST00000331161	ENST00000331161	ENST00000331161	ENST00000331161
C19orf83	ENST00000593161	ENST00000593161	ENST00000593161	ENST00000593161
RN7SL568P	ENSG00000239703	ENSG00000239703	ENSG00000239703	ENSG00000239703
RDH13	ENST00000605198	ENST00000605198	ENST00000415061	ENST00000415061
LINC01021	ENST00000512067	ENST00000512067	ENST00000512067	ENST00000512067
RPL6P8	ENSG00000242285	ENSG00000242285	ENSG00000242285	ENSG00000242285
FGD5	ENST00000285046	ENST00000285046	ENST00000285046	ENST00000285046
ADRA1B	ENSG00000170214	ENSG00000170214	ENST00000306675	ENST00000306675
SEPT7P6	ENSG00000241007	ENSG00000241007	ENSG00000241007	ENSG00000241007
OR4H12P	ENST00000556269	ENST00000556269	ENST00000556269	ENST00000556269
SLC12A5-AS1				
IL2RA	ENST00000379959	ENST00000379959	ENST00000379959	ENST00000379959
AOAH-IT1	ENSG00000230539	ENSG00000230539	ENSG00000230539	ENSG00000230539
LINC00341	ENST00000464767	ENST00000464767	ENST00000464767	ENST00000464767
RNU6-772P	ENSG00000251851	ENSG00000251851	ENSG00000251851	ENSG00000251851
RN7SL28P	ENSG00000244512	ENSG00000244512	ENSG00000244512	ENSG00000244512
UTS2B	ENST00000340524	ENST00000340524	ENST00000340524	ENST00000340524
TRT-AGT6-1				
MRPL50	ENST00000374865	ENST00000374865	ENST00000374865	ENST00000374865
RN7SL408P	ENSG00000266875	ENSG00000266875	ENSG00000266875	ENSG00000266875
PDX1-AS1	ENSG00000247381	ENSG00000247381	ENSG00000247381	ENSG00000247381
IDDM13				
POLR2K	ENST00000353107	ENST00000353107	ENST00000353107	ENST00000353107
GNB2	ENST00000303210	ENST00000303210	ENST00000303210	ENST00000303210
OR7E28P	ENSG00000251491	ENSG00000251491	ENSG00000251491	ENSG00000251491
LMO4	ENST00000370544	ENST00000370544	ENST00000370542	ENST00000370542
TTLL2	ENST00000239587	ENST00000239587	ENST00000239587	ENST00000239587
TSPAN14	ENST00000429989	ENST00000429989	ENST00000372156	ENST00000372156
IRX4P1				
TAF3	ENSG00000165632	ENSG00000165632	ENST00000344293	ENST00000344293
CXorf51A	ENST00000593386	ENST00000593386	ENST00000593386	ENST00000593386
HSPA8P1	ENSG00000234176	ENSG00000234176	ENSG00000234176	ENSG00000234176
RNU6-761P	ENSG00000206875	ENSG00000206875	ENSG00000206875	ENSG00000206875
RBMS1	ENST00000348849	ENST00000348849	ENST00000348849	ENST00000348849
CICP19	ENSG00000267639	ENSG00000267639	ENSG00000267639	ENSG00000267639
HAUS4	ENST00000206474	ENST00000206474	ENST00000206474	ENST00000206474
ACTP1				
MIR6780A				
MIR6846				
FRA2C				
TRM-CAT4-3				
CCNL2	ENST00000400809	ENST00000400809	ENST00000400809	ENST00000400809
RNU6-1265P	ENSG00000252151	ENSG00000252151	ENSG00000252151	ENSG00000252151
CLEC4E	ENST00000299663	ENST00000299663	ENST00000299663	ENST00000299663
TUBBP7				
TSGA10	ENST00000393483	ENST00000393483	ENST00000355053	ENST00000355053
RPL10P10				
MTND6P1	ENSG00000223955	ENSG00000223955	ENSG00000223955	ENSG00000223955
YWHABP1				
ENUR2				
RANP6	ENSG00000213370	ENSG00000213370	ENSG00000213370	ENSG00000213370
MIR526A2	ENSG00000211532	ENSG00000211532	ENSG00000211532	ENSG00000211532
GSDMD	ENST00000526406	ENST00000526406	ENST00000262580	ENST00000262580
SGOL1	ENST00000263753	ENST00000263753	ENST00000263753	ENST00000263753
ULK4-IT1				
RIMBP3C	ENST00000433039	ENST00000433039	ENST00000433039	ENST00000433039
SEC14L5	ENST00000251170	ENST00000251170	ENST00000251170	ENST00000251170
ETNPPL	ENST00000296486	ENST00000296486	ENST00000296486	ENST00000296486
ZNF519	ENST00000590202	ENST00000590202	ENST00000590202	ENST00000590202
FADD	ENSG00000168040	ENSG00000168040	ENST00000301838	ENST00000301838
KRT127P	ENSG00000257125	ENSG00000257125	ENSG00000257125	ENSG00000257125
RAB40A	ENST00000372633	ENST00000372633	ENST00000304236	ENST00000304236
APOC3	ENST00000227667	ENST00000227667	ENST00000227667	ENST00000227667
HHIPL2	ENST00000343410	ENST00000343410	ENST00000343410	ENST00000343410
RNU7-167P	ENSG00000238584	ENSG00000238584	ENSG00000238584	ENSG00000238584
ZNF44	ENST00000356109	ENST00000356109	ENST00000356109	ENST00000356109
NPIPB13				
SERBP1P2	ENSG00000225878	ENSG00000225878	ENSG00000225878	ENSG00000225878
PGAM5	ENST00000498926	ENST00000498926	ENST00000498926	ENST00000498926
RBMY1A2				
LINC00293	ENST00000521715	ENST00000521715	ENST00000521715	ENST00000521715
ARPC3P2	ENSG00000238137	ENSG00000238137	ENSG00000238137	ENSG00000238137
IDDM3				
NPY	ENST00000407573	ENST00000407573	ENST00000242152	ENST00000242152
SNORA2A	ENSG00000206612	ENSG00000206612	ENSG00000206612	ENSG00000206612
XIAP	ENST00000371199	ENST00000371199	ENST00000355640	ENST00000355640
LCNL1	ENST00000408973	ENST00000408973	ENST00000408973	ENST00000408973
MIR6843				
YWHAZP5	ENSG00000213260	ENSG00000213260	ENSG00000213260	ENSG00000213260
SCN11A	ENST00000302328	ENST00000302328	ENST00000302328	ENST00000302328
EBP	ENST00000598515	ENST00000598515	ENST00000495186	ENST00000495186
KRTAP22-2	ENSG00000206106	ENSG00000206106	ENST00000382830	ENST00000382830
HIST1H2AH	ENSG00000184825	ENSG00000184825	ENST00000377459	ENST00000377459
TTYH2	ENST00000269346	ENST00000269346	ENST00000269346	ENST00000269346
ANKRD30BP3	ENST00000576883	ENST00000576883	ENST00000576883	ENST00000576883
USP6NL	ENST00000277575	ENST00000277575	ENST00000609104	ENST00000609104
RPL21P62				
MIR6758				
B3GNT8	ENST00000321702	ENST00000321702	ENST00000321702	ENST00000321702
DNAAF3	ENST00000527223	ENST00000527223	ENST00000524407	ENST00000524407
SPDYE20P				
GNL2P1				
TRY-GTA5-5				
GMFA				
C2orf27AP3				
ZFAND1	ENST00000220669	ENST00000220669	ENST00000220669	ENST00000220669
C1orf204	ENST00000368102	ENST00000368102	ENST00000368102	ENST00000368102
SFTPB	ENST00000393822	ENST00000393822	ENST00000393822	ENST00000393822
UST-AS1				
STEAP2-AS1	ENST00000433534	ENST00000433534	ENST00000433534	ENST00000433534
HAUS5	ENST00000203166	ENST00000203166	ENST00000203166	ENST00000203166
CCDC18	ENST00000370276	ENST00000370276	ENST00000343253	ENST00000343253
MIR103B1				
GXYLT1P4				
CBLN4	ENSG00000054803	ENSG00000054803	ENST00000064571	ENST00000064571
VKORC1P1				
LINC01240				
KLHL17	ENST00000338591	ENST00000338591	ENST00000338591	ENST00000338591
STK40	ENST00000373129	ENST00000373129	ENST00000373129	ENST00000373129
SLC1A7	ENST00000371494	ENST00000371494	ENST00000371494	ENST00000371494
KIF1B	ENST00000263934	ENST00000263934	ENST00000377086	ENST00000377086
DNM1P44				
MIR24-2	ENST00000587762	ENST00000587762	ENST00000587762	ENST00000587762
REG1B	ENST00000305089	ENST00000305089	ENST00000305089	ENST00000305089
ASB2	ENST00000555019	ENST00000555019	ENST00000315988	ENST00000315988
LAPTM4B	ENST00000445593	ENST00000445593	ENST00000445593	ENST00000445593
AFM	ENST00000226355	ENST00000226355	ENST00000226355	ENST00000226355
TRAJ57	ENSG00000211834	ENSG00000211834	ENSG00000211834	ENSG00000211834
RN7SL559P	ENSG00000240750	ENSG00000240750	ENSG00000240750	ENSG00000240750
RN7SKP120	ENSG00000222693	ENSG00000222693	ENSG00000222693	ENSG00000222693
LINC01093	ENST00000506479	ENST00000506479	ENST00000506479	ENST00000506479
RNF38	ENST00000259605	ENST00000259605	ENST00000259605	ENST00000259605
GEMIN4	ENST00000319004	ENST00000319004	ENST00000319004	ENST00000319004
ADAMTS8	ENST00000257359	ENST00000257359	ENST00000257359	ENST00000257359
EDEM2	ENST00000374492	ENST00000374492	ENST00000374492	ENST00000374492
SRSF11P1				
FZD2	ENSG00000180340	ENSG00000180340	ENST00000315323	ENST00000315323
LINC02260				
C8orf4	ENSG00000176907	ENSG00000176907	ENST00000315792	ENST00000315792
LINC00691	ENST00000436123	ENST00000436123	ENST00000436123	ENST00000436123
TRM-CAT5-1				
MARK2P6	ENSG00000242062	ENSG00000242062	ENSG00000242062	ENSG00000242062
TRMT2B	ENST00000372936	ENST00000372936	ENST00000372935	ENST00000372935
RNU6-73P	ENSG00000207330	ENSG00000207330	ENSG00000207330	ENSG00000207330
SNORA14A	ENST00000572676	ENST00000572676	ENST00000572676	ENST00000572676
AGAP5	ENST00000374094	ENST00000374094	ENST00000374094	ENST00000374094
PYCARD	ENST00000247470	ENST00000247470	ENST00000247470	ENST00000247470
MIA2	ENST00000280082	ENST00000280082	ENST00000280082	ENST00000280082
STAMBPL1	ENST00000371926	ENST00000371926	ENST00000371924	ENST00000371924
CYP2B7P	ENST00000599198	ENST00000599198	ENST00000599198	ENST00000599198
BMS1P14	ENSG00000230455	ENSG00000230455	ENSG00000230455	ENSG00000230455
FST	ENST00000256759	ENST00000256759	ENST00000256759	ENST00000256759
CFHR5	ENST00000256785	ENST00000256785	ENST00000256785	ENST00000256785
MGAT2P1				
NTM-IT	ENSG00000238262	ENSG00000238262	ENSG00000238262	ENSG00000238262
NCKAP5	ENST00000409261	ENST00000409261	ENST00000409261	ENST00000409261
LARP7P3				
RN7SL643P	ENSG00000243124	ENSG00000243124	ENSG00000243124	ENSG00000243124
RN7SL835P	ENSG00000264250	ENSG00000264250	ENSG00000264250	ENSG00000264250
A2M-AS1	ENSG00000245105	ENSG00000245105	ENSG00000245105	ENSG00000245105
NDUFB9	ENST00000276689	ENST00000276689	ENST00000276689	ENST00000276689
PCP4	ENST00000328619	ENST00000328619	ENST00000328619	ENST00000328619
MGAT4A	ENST00000264968	ENST00000264968	ENST00000264968	ENST00000264968
CIC	ENST00000575354	ENST00000575354	ENST00000575354	ENST00000575354
OR10G3	ENSG00000169208	ENSG00000169208	ENST00000303532	ENST00000303532
RNF214	ENST00000531452	ENST00000531452	ENST00000300650	ENST00000300650
TAAR3P				
SSXP3	ENST00000594352	ENST00000594352	ENST00000594352	ENST00000594352
MBNL1-AS1	ENST00000445466	ENST00000445466	ENST00000445466	ENST00000445466
RNU7-26P	ENSG00000238610	ENSG00000238610	ENSG00000238610	ENSG00000238610
SELPLG	ENST00000228463	ENST00000228463	ENST00000550948	ENST00000550948
MTCO1P38				
SIAH1	ENST00000356721	ENST00000356721	ENST00000380006	ENST00000380006
RNA5SP452	ENSG00000199874	ENSG00000199874	ENSG00000199874	ENSG00000199874
FRMPD4-AS1	ENSG00000223487	ENSG00000223487	ENSG00000223487	ENSG00000223487
UBE2SP1	ENSG00000233966	ENSG00000233966	ENSG00000233966	ENSG00000233966
CDC42P2	ENSG00000234844	ENSG00000234844	ENSG00000234844	ENSG00000234844
HNRNPA1P60	ENST00000415310	ENST00000415310	ENST00000415310	ENST00000415310
PRDM1	ENST00000369096	ENST00000369096	ENST00000369096	ENST00000369096
SPINT3	ENSG00000101446	ENSG00000101446	ENST00000217428	ENST00000217428
LINC02370				
NBPF10	ENST00000342960	ENST00000342960	ENST00000342960	ENST00000342960
TAF6L	ENST00000294168	ENST00000294168	ENST00000294168	ENST00000294168
RN7SKP135	ENSG00000252358	ENSG00000252358	ENSG00000252358	ENSG00000252358
SNORD47				
GLYCTK-AS1	ENST00000467187	ENST00000467187	ENST00000467187	ENST00000467187
LINC02539				
PIRC92				
ITK	ENST00000422843	ENST00000422843	ENST00000422843	ENST00000422843
KCNC1	ENST00000265969	ENST00000265969	ENST00000379472	ENST00000379472
RPL8P1				
RN7SKP10	ENSG00000201161	ENSG00000201161	ENSG00000201161	ENSG00000201161
DMRTC2	ENST00000607981	ENST00000607981	ENST00000269945	ENST00000269945
LINC00221	ENST00000334298	ENST00000334298	ENST00000334298	ENST00000334298
LINC00702	ENST00000608792	ENST00000608792	ENST00000608792	ENST00000608792
PRADC1	ENST00000258083	ENST00000258083	ENST00000258083	ENST00000258083
SCG3	ENST00000220478	ENST00000220478	ENST00000220478	ENST00000220478
RNU6-1010P	ENSG00000199627	ENSG00000199627	ENSG00000199627	ENSG00000199627
MIR548H3	ENSG00000221698	ENSG00000221698	ENSG00000221698	ENSG00000221698
MIR499A	ENSG00000207635	ENSG00000207635	ENSG00000207635	ENSG00000207635
CICP6	ENSG00000230304	ENSG00000230304	ENSG00000230304	ENSG00000230304
APIP	ENST00000395787	ENST00000395787	ENST00000395787	ENST00000395787
TM4SF5	ENST00000270560	ENST00000270560	ENST00000270560	ENST00000270560
ANKEF1	ENST00000378380	ENST00000378380	ENST00000378380	ENST00000378380
CYCSP28	ENSG00000255003	ENSG00000255003	ENSG00000255003	ENSG00000255003
MIR4533	ENSG00000266140	ENSG00000266140	ENSG00000266140	ENSG00000266140
CTPS2	ENST00000443824	ENST00000443824	ENST00000359276	ENST00000359276
RGS14	ENST00000408923	ENST00000408923	ENST00000408923	ENST00000408923
RNA5SP353	ENSG00000201476	ENSG00000201476	ENSG00000201476	ENSG00000201476
ZNF542	ENST00000490123	ENST00000490123	ENST00000490123	ENST00000490123
SIPA1	ENST00000394224	ENST00000394224	ENST00000394224	ENST00000394224
HIST2H2BE	ENST00000583061	ENST00000583061	ENST00000369155	ENST00000369155
FAM86A	ENST00000427587	ENST00000427587	ENST00000427587	ENST00000427587
SLPI	ENSG00000124107	ENSG00000124107	ENST00000338380	ENST00000338380
